request_number,industry
490,"Elektrotechnik, Elektronik, Telekommunikation, IT"
491,"Elektrotechnik, Elektronik, Telekommunikation, IT"
492,"Wissenschaft, Bildung, Forschung und Entwicklung"
493,"Wissenschaft, Bildung, Forschung und Entwicklung"
494,"Elektrotechnik, Elektronik, Telekommunikation, IT"
495,"Elektrotechnik, Elektronik, Telekommunikation, IT"
496,"Medien, Grafik, Design, Druck, Kunst, Kunsthandwerk"
497,"Elektrotechnik, Elektronik, Telekommunikation, IT"
498,"Wissenschaft, Bildung, Forschung und Entwicklung"
499,"Wissenschaft, Bildung, Forschung und Entwicklung"
500,"Wissenschaft, Bildung, Forschung und Entwicklung"
