request_number,industry
469,"Elektrotechnik, Elektronik, Telekommunikation, IT"
470,"Elektrotechnik, Elektronik, Telekommunikation, IT"
471,"Elektrotechnik, Elektronik, Telekommunikation, IT"
472,"Elektrotechnik, Elektronik, Telekommunikation, IT"
473,"Elektrotechnik, Elektronik, Telekommunikation, IT"
474,"Elektrotechnik, Elektronik, Telekommunikation, IT"
475,"Elektrotechnik, Elektronik, Telekommunikation, IT"
476,"Elektrotechnik, Elektronik, Telekommunikation, IT"
477,"Elektrotechnik, Elektronik, Telekommunikation, IT"
478,"Elektrotechnik, Elektronik, Telekommunikation, IT"
479,"Elektrotechnik, Elektronik, Telekommunikation, IT"
480,"Wissenschaft, Bildung, Forschung und Entwicklung"
481,"Elektrotechnik, Elektronik, Telekommunikation, IT"
482,"Elektrotechnik, Elektronik, Telekommunikation, IT"
483,"Elektrotechnik, Elektronik, Telekommunikation, IT"
484,"Elektrotechnik, Elektronik, Telekommunikation, IT"
485,"Elektrotechnik, Elektronik, Telekommunikation, IT"
486,"Elektrotechnik, Elektronik, Telekommunikation, IT"
487,"Elektrotechnik, Elektronik, Telekommunikation, IT"
488,"Wissenschaft, Bildung, Forschung und Entwicklung"
489,"Elektrotechnik, Elektronik, Telekommunikation, IT"
490,"Elektrotechnik, Elektronik, Telekommunikation, IT"
491,"Elektrotechnik, Elektronik, Telekommunikation, IT"
492,"Wissenschaft, Bildung, Forschung und Entwicklung"
493,"Elektrotechnik, Elektronik, Telekommunikation, IT"
494,"Elektrotechnik, Elektronik, Telekommunikation, IT"
495,"Elektrotechnik, Elektronik, Telekommunikation, IT"
496,"Elektrotechnik, Elektronik, Telekommunikation, IT"
497,"Elektrotechnik, Elektronik, Telekommunikation, IT"
498,"Wissenschaft, Bildung, Forschung und Entwicklung"
499,"Elektrotechnik, Elektronik, Telekommunikation, IT"
500,"Elektrotechnik, Elektronik, Telekommunikation, IT"
