request_number,industry
482,"Elektrotechnik, Elektronik, Telekommunikation, IT"
483,"Elektrotechnik, Elektronik, Telekommunikation, IT"
484,"Elektrotechnik, Elektronik, Telekommunikation, IT"
485,"Elektrotechnik, Elektronik, Telekommunikation, IT"
486,"Elektrotechnik, Elektronik, Telekommunikation, IT"
487,"Elektrotechnik, Elektronik, Telekommunikation, IT"
488,"Elektrotechnik, Elektronik, Telekommunikation, IT"
489,"Elektrotechnik, Elektronik, Telekommunikation, IT"
490,"Elektrotechnik, Elektronik, Telekommunikation, IT"
491,"Elektrotechnik, Elektronik, Telekommunikation, IT"
492,"Elektrotechnik, Elektronik, Telekommunikation, IT"
493,"Elektrotechnik, Elektronik, Telekommunikation, IT"
494,"Elektrotechnik, Elektronik, Telekommunikation, IT"
495,"Elektrotechnik, Elektronik, Telekommunikation, IT"
496,"Elektrotechnik, Elektronik, Telekommunikation, IT"
497,"Elektrotechnik, Elektronik, Telekommunikation, IT"
498,"Elektrotechnik, Elektronik, Telekommunikation, IT"
499,"Elektrotechnik, Elektronik, Telekommunikation, IT"
500,"Elektrotechnik, Elektronik, Telekommunikation, IT"
