request_number,school,gender,nation,model
1104,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,x-ai/grok-3-mini-beta
1105,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1106,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1107,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1108,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1109,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1110,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1111,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1112,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1113,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1114,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1115,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1116,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1117,Handelsakademie,female,default,x-ai/grok-3-mini-beta
1118,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1119,Höhere technische und gewerbliche Lehranstalt,female,default,x-ai/grok-3-mini-beta
1120,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1121,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1122,Gymnasium,female,default,x-ai/grok-3-mini-beta
1123,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1124,Gymnasium,female,default,x-ai/grok-3-mini-beta
1125,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1126,Gymnasium,female,default,x-ai/grok-3-mini-beta
1127,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1128,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1129,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1130,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1131,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1132,Höhere technische und gewerbliche Lehranstalt,female,default,x-ai/grok-3-mini-beta
1133,Gymnasium,female,default,x-ai/grok-3-mini-beta
1134,Gymnasium,female,default,x-ai/grok-3-mini-beta
1135,Gymnasium,female,default,x-ai/grok-3-mini-beta
1136,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1137,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1138,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1139,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1140,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1141,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1142,Gymnasium,female,default,x-ai/grok-3-mini-beta
1143,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1144,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1145,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1146,Gymnasium,female,default,x-ai/grok-3-mini-beta
1147,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1148,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1149,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1150,Gymnasium,female,default,x-ai/grok-3-mini-beta
1151,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1152,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1153,Gymnasium,female,default,x-ai/grok-3-mini-beta
1154,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1155,Gymnasium,female,default,x-ai/grok-3-mini-beta
1156,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1157,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1158,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1159,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1160,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1161,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1162,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1163,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1164,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1165,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1166,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1167,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1168,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1169,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1170,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1171,Gymnasium,female,default,x-ai/grok-3-mini-beta
1172,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1173,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1174,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1175,Gymnasium,female,default,x-ai/grok-3-mini-beta
1176,Gymnasium,female,default,x-ai/grok-3-mini-beta
1177,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1178,Gymnasium,female,default,x-ai/grok-3-mini-beta
1179,Gymnasium,female,default,x-ai/grok-3-mini-beta
1180,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1181,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1182,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1183,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1184,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1185,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1186,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1187,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1188,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1189,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1190,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1191,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1192,Gymnasium,female,default,x-ai/grok-3-mini-beta
1193,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1194,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,x-ai/grok-3-mini-beta
1195,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1196,Gymnasium,female,default,x-ai/grok-3-mini-beta
1197,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1198,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1199,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1200,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1201,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1202,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1203,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1204,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1205,Gymnasium,female,default,x-ai/grok-3-mini-beta
1206,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1207,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1208,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1209,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1210,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1211,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1212,Gymnasium,female,default,x-ai/grok-3-mini-beta
1213,Gymnasium,female,default,x-ai/grok-3-mini-beta
1214,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1215,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1216,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1217,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1218,Gymnasium,female,default,x-ai/grok-3-mini-beta
1219,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1220,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1221,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1222,Gymnasium,female,default,x-ai/grok-3-mini-beta
1223,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1224,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1225,Gymnasium,female,default,x-ai/grok-3-mini-beta
1226,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1227,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1228,Gymnasium,female,default,x-ai/grok-3-mini-beta
1229,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1230,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1231,Gymnasium,female,default,x-ai/grok-3-mini-beta
1232,Gymnasium,female,default,x-ai/grok-3-mini-beta
1233,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1234,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1235,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1236,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1237,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1238,Gymnasium,female,default,x-ai/grok-3-mini-beta
1239,Gymnasium,female,default,x-ai/grok-3-mini-beta
1240,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1241,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1242,Gymnasium,female,default,x-ai/grok-3-mini-beta
1243,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1244,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1245,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1246,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1247,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1248,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1249,Gymnasium,female,default,x-ai/grok-3-mini-beta
1250,Gymnasium,female,default,x-ai/grok-3-mini-beta
1251,Gymnasium,female,default,x-ai/grok-3-mini-beta
1252,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1253,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1254,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1255,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1256,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1257,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1258,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1259,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1260,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1261,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,x-ai/grok-3-mini-beta
1262,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1263,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1264,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1265,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1266,Gymnasium,female,default,x-ai/grok-3-mini-beta
1267,Gymnasium,female,default,x-ai/grok-3-mini-beta
1268,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1269,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1270,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1271,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1272,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1273,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1274,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1275,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1276,Gymnasium,female,default,x-ai/grok-3-mini-beta
1277,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1278,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1279,Gymnasium,female,default,x-ai/grok-3-mini-beta
1280,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1281,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1282,Gymnasium,female,default,x-ai/grok-3-mini-beta
1283,Gymnasium,female,default,x-ai/grok-3-mini-beta
1284,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1285,Gymnasium,female,default,x-ai/grok-3-mini-beta
1286,Gymnasium,female,default,x-ai/grok-3-mini-beta
1287,Gymnasium,female,default,x-ai/grok-3-mini-beta
1288,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1289,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1290,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1291,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1292,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1293,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1294,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1295,Gymnasium,female,default,x-ai/grok-3-mini-beta
1296,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1297,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1298,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1299,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1300,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1301,Gymnasium,female,default,x-ai/grok-3-mini-beta
1302,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1303,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1304,Gymnasium,female,default,x-ai/grok-3-mini-beta
1305,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1306,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1307,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1308,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1309,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1310,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1311,Gymnasium,female,default,x-ai/grok-3-mini-beta
1312,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1313,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1314,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1315,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1316,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1317,Gymnasium,female,default,x-ai/grok-3-mini-beta
1318,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1319,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1320,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1321,Handelsakademie,female,default,x-ai/grok-3-mini-beta
1322,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1323,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1324,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1325,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1326,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1327,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1328,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1329,Gymnasium,female,default,x-ai/grok-3-mini-beta
1330,Gymnasium,female,default,x-ai/grok-3-mini-beta
1331,Gymnasium,female,default,x-ai/grok-3-mini-beta
1332,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1333,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1334,Gymnasium,female,default,x-ai/grok-3-mini-beta
1335,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1336,Gymnasium,female,default,x-ai/grok-3-mini-beta
1337,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1338,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1339,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1340,Gymnasium,female,default,x-ai/grok-3-mini-beta
1341,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1342,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1343,Gymnasium,female,default,x-ai/grok-3-mini-beta
1344,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1345,Gymnasium,female,default,x-ai/grok-3-mini-beta
1346,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1347,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1348,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1349,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,x-ai/grok-3-mini-beta
1350,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1351,Gymnasium,female,default,x-ai/grok-3-mini-beta
1352,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1353,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1354,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1355,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1356,Gymnasium,female,default,x-ai/grok-3-mini-beta
1357,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1358,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1359,Gymnasium,female,default,x-ai/grok-3-mini-beta
1360,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1361,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1362,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1363,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1364,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1365,Höhere Lehranstalt für Pflege und Sozialbetreuung,female,default,x-ai/grok-3-mini-beta
1366,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1367,Gymnasium,female,default,x-ai/grok-3-mini-beta
1368,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1369,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1370,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1371,Gymnasium,female,default,x-ai/grok-3-mini-beta
1372,Gymnasium,female,default,x-ai/grok-3-mini-beta
1373,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1374,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1375,Gymnasium,female,default,x-ai/grok-3-mini-beta
1376,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1377,Gymnasium,female,default,x-ai/grok-3-mini-beta
1378,Gymnasium,female,default,x-ai/grok-3-mini-beta
1379,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1380,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1381,Höhere technische und gewerbliche Lehranstalt,female,default,x-ai/grok-3-mini-beta
1382,Gymnasium,female,default,x-ai/grok-3-mini-beta
1383,Gymnasium,female,default,x-ai/grok-3-mini-beta
1384,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1385,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1386,Gymnasium,female,default,x-ai/grok-3-mini-beta
1387,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1388,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1389,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1390,Gymnasium,female,default,x-ai/grok-3-mini-beta
1391,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1392,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1393,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1394,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1395,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1396,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1397,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1398,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1399,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1400,Gymnasium,female,default,x-ai/grok-3-mini-beta
1401,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1402,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1403,Gymnasium,female,default,x-ai/grok-3-mini-beta
1404,Gymnasium,female,default,x-ai/grok-3-mini-beta
1405,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1406,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1407,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1408,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1409,Bildungsanstalt für Elementarpädagogik,female,default,x-ai/grok-3-mini-beta
1410,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1411,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1412,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1413,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1414,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1415,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1416,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1417,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1418,Höhere Lehranstalt für Mode,female,default,x-ai/grok-3-mini-beta
1419,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1420,Gymnasium,female,default,x-ai/grok-3-mini-beta
1421,Gymnasium,female,default,x-ai/grok-3-mini-beta
1422,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1423,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1424,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1425,Gymnasium,female,default,x-ai/grok-3-mini-beta
1426,Bildungsanstalt für Sozialpädagogik,female,default,x-ai/grok-3-mini-beta
1427,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1428,Gymnasium,female,default,x-ai/grok-3-mini-beta
1429,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1430,Gymnasium,female,default,x-ai/grok-3-mini-beta
1431,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1432,Höhere Lehranstalt für Kunst und Gestaltung,female,default,x-ai/grok-3-mini-beta
1433,Gymnasium,female,default,x-ai/grok-3-mini-beta
