request_number,school,gender,nation,model
1172,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1173,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1174,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1175,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1176,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1177,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1178,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1179,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1180,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1181,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1182,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1183,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1184,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1185,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1186,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1187,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1188,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1189,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1190,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1191,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1192,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1193,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1194,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1195,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1196,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1197,Bildungsanstalt für Sozialpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1198,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1199,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1200,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1201,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1202,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1204,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1205,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1206,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1207,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1208,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1209,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1210,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1211,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1212,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1213,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1214,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1215,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1216,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1217,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1218,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1219,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1220,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1221,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1222,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1223,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1224,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1225,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1226,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1227,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1228,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1229,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1230,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1231,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1232,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1233,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1234,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1235,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1236,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1237,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1238,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1239,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1240,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1241,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1242,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1243,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1244,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1245,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1246,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1247,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1248,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1249,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1250,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1251,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1252,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1253,Bildungsanstalt für Sozialpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1254,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1255,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1256,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1257,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1258,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1259,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1260,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1261,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1262,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1263,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1264,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1265,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1266,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1267,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1268,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1269,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1270,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1271,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1272,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1273,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1274,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1275,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1276,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1277,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1278,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1279,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1280,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1281,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1282,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1283,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1284,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1285,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1286,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1287,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1288,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1289,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1290,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1291,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1292,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1293,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1294,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1295,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1296,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1297,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1298,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1299,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1300,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1301,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1302,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1303,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1304,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1305,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1306,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1307,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1308,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1309,Höhere Lehranstalt für Tourismus,female,default,deepseek/deepseek-chat-v3-0324
1310,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1311,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1312,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1313,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1314,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1315,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1316,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1317,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1318,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1319,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1320,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1321,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1322,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1323,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1324,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1325,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1326,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1327,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1328,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1329,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1330,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1331,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1332,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1333,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1334,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1335,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1336,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1337,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1338,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1339,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1340,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1341,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1342,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1343,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1344,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1345,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1346,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1347,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1348,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1349,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1350,Höhere Lehranstalt für Tourismus,female,default,deepseek/deepseek-chat-v3-0324
1351,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1352,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1353,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1354,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1355,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1356,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1357,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1358,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1359,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1360,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1361,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1362,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1363,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1364,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1365,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1366,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1367,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1368,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1369,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1370,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1371,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1372,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1373,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1374,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1375,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1376,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1377,Höhere Lehranstalt für Tourismus,female,default,deepseek/deepseek-chat-v3-0324
1378,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1379,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1380,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1381,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1382,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1383,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1384,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1385,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1386,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1387,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1388,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1389,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1390,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1391,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1392,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1393,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1394,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1395,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1396,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1397,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1398,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1399,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1400,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1401,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1402,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1403,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1404,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1405,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1406,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1408,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1409,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1410,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1411,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1412,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1413,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1414,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1415,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1416,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1417,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1418,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1419,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1420,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1421,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1422,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1423,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1424,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1425,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1426,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1427,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1428,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1429,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1430,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1431,Höhere technische und gewerbliche Lehranstalt,female,default,deepseek/deepseek-chat-v3-0324
1432,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1433,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1434,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1435,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1436,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1437,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1438,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1439,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1440,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1441,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1442,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1443,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1444,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1445,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1446,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1447,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1448,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1449,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1450,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1451,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1452,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1453,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1454,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1455,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1456,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1457,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1458,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1459,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1460,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1461,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1462,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1463,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1464,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1465,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1466,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1467,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1468,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1469,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1470,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1471,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1472,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1473,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1474,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1475,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1476,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1477,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1478,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1479,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1480,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1481,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1482,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1483,Höhere Lehranstalt für wirtschaftliche Berufe,female,default,deepseek/deepseek-chat-v3-0324
1484,Höhere Lehranstalt für Tourismus,female,default,deepseek/deepseek-chat-v3-0324
1485,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1486,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1487,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1488,Höhere Lehranstalt für Mode,female,default,deepseek/deepseek-chat-v3-0324
1489,Höhere technische und gewerbliche Lehranstalt,female,default,deepseek/deepseek-chat-v3-0324
1490,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1491,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1492,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1493,Bildungsanstalt für Elementarpädagogik,female,default,deepseek/deepseek-chat-v3-0324
1494,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1495,Handelsakademie,female,default,deepseek/deepseek-chat-v3-0324
1496,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1497,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1498,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1499,Höhere Lehranstalt für Kunst und Gestaltung,female,default,deepseek/deepseek-chat-v3-0324
1500,Gymnasium,female,default,deepseek/deepseek-chat-v3-0324
1501,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1502,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1503,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1504,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1505,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1506,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1507,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1508,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1509,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1510,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1511,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1512,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1513,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1514,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
1515,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1516,Höhere technische und gewerbliche Lehranstalt,male,default,deepseek/deepseek-chat-v3-0324
1517,Gymnasium,male,default,deepseek/deepseek-chat-v3-0324
1518,Höhere technische und gewerbliche Lehranstalt,male,default,deepseek/deepseek-chat-v3-0324
1519,Handelsakademie,male,default,deepseek/deepseek-chat-v3-0324
