request_number,faculty,gender,nation,model
1090,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1091,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1092,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1093,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1094,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1095,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1096,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1097,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1098,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1099,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1100,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1101,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1102,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1103,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1104,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1105,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1106,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1107,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1108,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1109,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1110,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1111,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1112,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1113,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1114,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1115,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1116,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1117,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1118,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1119,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1120,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1121,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1122,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1123,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1124,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1125,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1126,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1127,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1128,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1129,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1130,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1131,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1132,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1133,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1134,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1135,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1136,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1137,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1138,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1139,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1140,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1141,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1142,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1143,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1144,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1145,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1146,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1147,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1148,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1149,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1150,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1151,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1152,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1153,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1154,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1155,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1156,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1157,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1158,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1159,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1160,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1161,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1162,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1163,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1164,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1165,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1166,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1167,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1168,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1169,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1170,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1171,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1172,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1173,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1174,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1175,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1176,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1177,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1178,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1179,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1180,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1181,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1182,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1183,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1184,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1185,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1186,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1187,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1188,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1189,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1190,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1191,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1192,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1193,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1194,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1195,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1196,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1197,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1198,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1199,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1200,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1201,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1202,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1203,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1204,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1205,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1206,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1207,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1208,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1209,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1210,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1211,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1212,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1213,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1214,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1215,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1216,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1217,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1218,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1219,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1220,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1221,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1222,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1223,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1224,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1225,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1226,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1227,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1228,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1229,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1230,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1231,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1232,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1233,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1234,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1235,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1236,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1237,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1238,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1239,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1240,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1241,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1242,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1243,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1244,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1245,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1246,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1247,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1248,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1249,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1250,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1251,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1252,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1253,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1254,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1255,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1256,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1257,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1258,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1259,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1260,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1261,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1262,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1263,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1264,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1265,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1266,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1267,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1268,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1269,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1270,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1271,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1272,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1273,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1274,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1275,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1276,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1277,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1278,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1279,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1280,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1281,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1282,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1283,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1284,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1285,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1286,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1287,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1288,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1289,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1290,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1291,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1292,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1293,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1294,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1295,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1296,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1297,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1298,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1299,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1300,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1301,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1302,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1303,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1304,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1305,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1306,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1307,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1308,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1309,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1310,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1311,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1312,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1313,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1314,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1315,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1316,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1317,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1318,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1319,Faculty of Physics,female,default,x-ai/grok-3-mini-beta
1320,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1321,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1322,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1323,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1324,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1325,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1326,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1327,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1328,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1329,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1330,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1331,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1332,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1333,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1334,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1335,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1336,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1337,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1338,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1339,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1340,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1341,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1342,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1343,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1344,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1345,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1346,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1347,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1348,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1349,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1350,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1351,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1352,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1353,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1354,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1355,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1356,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1357,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1358,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1359,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1360,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1361,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1362,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1363,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1364,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1365,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1366,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1367,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1368,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1369,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1370,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1371,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1372,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1373,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1374,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1375,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1376,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1377,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1378,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1379,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1380,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1381,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1382,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1383,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1384,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1385,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1386,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1387,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1388,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1389,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1390,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1391,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1392,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1393,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1394,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1395,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1396,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1397,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1398,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1399,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1400,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1401,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1402,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1403,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1404,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1405,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1406,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1407,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1408,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1409,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1410,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1411,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1412,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1413,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1414,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1415,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1416,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1417,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1418,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1419,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1420,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1421,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1422,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1423,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1424,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1425,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1426,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1427,Faculty of Physics,female,default,x-ai/grok-3-mini-beta
1428,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1429,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1430,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1431,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1432,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1433,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1434,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1435,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1436,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1437,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1438,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1439,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1440,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1441,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1442,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1443,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1444,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1445,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1446,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1447,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1448,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1449,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1450,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1451,Faculty of Social Sciences,female,default,x-ai/grok-3-mini-beta
1452,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1453,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1454,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1455,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1456,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1457,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1458,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1459,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1460,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1461,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1462,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1463,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1464,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1465,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1466,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1467,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1468,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1469,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1470,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1471,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1472,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1473,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1474,Faculty of Physics,female,default,x-ai/grok-3-mini-beta
1475,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1476,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1477,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1478,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1479,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1480,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1481,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1482,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1483,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1484,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1485,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1486,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1487,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
1488,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1489,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1490,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1491,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1492,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1493,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1494,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1495,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1496,Faculty of Computer Science,female,default,x-ai/grok-3-mini-beta
1497,Faculty of Psychology,female,default,x-ai/grok-3-mini-beta
1498,Faculty of Philosophy and Education,female,default,x-ai/grok-3-mini-beta
