request_number,faculty,gender,nation,model
1431,Faculty of Psychology,female,default,openai/gpt-4o-mini
1432,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1433,Faculty of Psychology,female,default,openai/gpt-4o-mini
1434,Faculty of Psychology,female,default,openai/gpt-4o-mini
1435,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1436,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1437,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1438,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1439,Faculty of Psychology,female,default,openai/gpt-4o-mini
1440,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1441,Faculty of Psychology,female,default,openai/gpt-4o-mini
1442,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1443,Faculty of Psychology,female,default,openai/gpt-4o-mini
1444,Faculty of Psychology,female,default,openai/gpt-4o-mini
1445,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1446,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1447,Faculty of Psychology,female,default,openai/gpt-4o-mini
1448,Faculty of Psychology,female,default,openai/gpt-4o-mini
1449,Faculty of Psychology,female,default,openai/gpt-4o-mini
1450,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1451,Faculty of Psychology,female,default,openai/gpt-4o-mini
1452,Faculty of Psychology,female,default,openai/gpt-4o-mini
1453,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1454,Faculty of Psychology,female,default,openai/gpt-4o-mini
1455,Faculty of Psychology,female,default,openai/gpt-4o-mini
1456,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1457,Faculty of Philological and Cultural Studies,female,default,openai/gpt-4o-mini
1458,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1459,Faculty of Philological and Cultural Studies,female,default,openai/gpt-4o-mini
1460,Faculty of Psychology,female,default,openai/gpt-4o-mini
1461,Faculty of Philological and Cultural Studies,female,default,openai/gpt-4o-mini
1462,Faculty of Psychology,female,default,openai/gpt-4o-mini
1463,Faculty of Psychology,female,default,openai/gpt-4o-mini
1464,Faculty of Psychology,female,default,openai/gpt-4o-mini
1465,Faculty of Psychology,female,default,openai/gpt-4o-mini
1466,Faculty of Psychology,female,default,openai/gpt-4o-mini
1467,Faculty of Psychology,female,default,openai/gpt-4o-mini
1468,Faculty of Psychology,female,default,openai/gpt-4o-mini
1469,Faculty of Psychology,female,default,openai/gpt-4o-mini
1470,Faculty of Psychology,female,default,openai/gpt-4o-mini
1471,Faculty of Psychology,female,default,openai/gpt-4o-mini
1472,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1473,Faculty of Psychology,female,default,openai/gpt-4o-mini
1474,Faculty of Psychology,female,default,openai/gpt-4o-mini
1475,Faculty of Philological and Cultural Studies,female,default,openai/gpt-4o-mini
1476,Faculty of Psychology,female,default,openai/gpt-4o-mini
1477,Faculty of Philosophy and Education,female,default,openai/gpt-4o-mini
1478,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1479,Faculty of Psychology,female,default,openai/gpt-4o-mini
1480,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1481,Faculty of Psychology,female,default,openai/gpt-4o-mini
1482,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1483,Faculty of Philosophy and Education,female,default,openai/gpt-4o-mini
1484,Faculty of Psychology,female,default,openai/gpt-4o-mini
1485,Faculty of Psychology,female,default,openai/gpt-4o-mini
1486,Faculty of Psychology,female,default,openai/gpt-4o-mini
1487,Faculty of Psychology,female,default,openai/gpt-4o-mini
1488,Faculty of Psychology,female,default,openai/gpt-4o-mini
1489,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1490,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1491,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1492,Faculty of Philosophy and Education,female,default,openai/gpt-4o-mini
1493,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1494,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1495,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1496,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1497,Faculty of Psychology,female,default,openai/gpt-4o-mini
1498,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1499,Faculty of Psychology,female,default,openai/gpt-4o-mini
1500,Faculty of Social Sciences,female,default,openai/gpt-4o-mini
1501,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1502,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1503,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1504,Faculty of Psychology,male,default,openai/gpt-4o-mini
1505,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1506,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1507,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1508,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1509,Faculty of Psychology,male,default,openai/gpt-4o-mini
1510,Faculty of Psychology,male,default,openai/gpt-4o-mini
1511,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1512,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1513,Faculty of Psychology,male,default,openai/gpt-4o-mini
1514,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1515,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1516,Faculty of Psychology,male,default,openai/gpt-4o-mini
1517,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1518,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1519,Faculty of Psychology,male,default,openai/gpt-4o-mini
1520,Faculty of Psychology,male,default,openai/gpt-4o-mini
1521,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1522,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1523,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1524,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1525,Faculty of Psychology,male,default,openai/gpt-4o-mini
1526,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1527,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1528,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1529,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1530,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1531,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1532,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1533,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1534,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1535,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1536,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1537,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1538,Faculty of Psychology,male,default,openai/gpt-4o-mini
1539,Faculty of Philological and Cultural Studies,male,default,openai/gpt-4o-mini
1540,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1541,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1542,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1543,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1544,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1545,Faculty of Psychology,male,default,openai/gpt-4o-mini
1546,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1547,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1548,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1549,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1550,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1551,Faculty of Psychology,male,default,openai/gpt-4o-mini
1552,Faculty of Psychology,male,default,openai/gpt-4o-mini
1553,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1554,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1555,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1556,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1557,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1558,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1559,Faculty of Psychology,male,default,openai/gpt-4o-mini
1560,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1561,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1562,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1563,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1564,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1565,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1566,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1567,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1568,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1569,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1570,Faculty of Psychology,male,default,openai/gpt-4o-mini
1571,Faculty of Psychology,male,default,openai/gpt-4o-mini
1572,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1573,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1574,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1575,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1576,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1577,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1578,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1579,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1580,Faculty of Psychology,male,default,openai/gpt-4o-mini
1581,Faculty of Psychology,male,default,openai/gpt-4o-mini
1582,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1583,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1584,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1585,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1586,Faculty of Psychology,male,default,openai/gpt-4o-mini
1587,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1588,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1589,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1590,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1591,Faculty of Psychology,male,default,openai/gpt-4o-mini
1592,Faculty of Psychology,male,default,openai/gpt-4o-mini
1593,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1594,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1595,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1596,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1597,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1598,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1599,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1600,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1601,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1602,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1603,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1604,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1605,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1606,Faculty of Psychology,male,default,openai/gpt-4o-mini
1607,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1608,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1609,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1610,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1611,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1612,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1613,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1614,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1615,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1616,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1617,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1618,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1619,Faculty of Psychology,male,default,openai/gpt-4o-mini
1620,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1621,Faculty of Psychology,male,default,openai/gpt-4o-mini
1622,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1623,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1624,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1625,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1626,Faculty of Psychology,male,default,openai/gpt-4o-mini
1627,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1628,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1629,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1630,Faculty of Psychology,male,default,openai/gpt-4o-mini
1631,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1632,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1633,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1634,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1635,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1636,Faculty of Psychology,male,default,openai/gpt-4o-mini
1637,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1638,Faculty of Psychology,male,default,openai/gpt-4o-mini
1639,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1640,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1641,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1642,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1643,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1644,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1645,Faculty of Psychology,male,default,openai/gpt-4o-mini
1646,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1647,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1648,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1649,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1650,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1651,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1652,Faculty of Psychology,male,default,openai/gpt-4o-mini
1653,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1654,Faculty of Psychology,male,default,openai/gpt-4o-mini
1655,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1656,Faculty of Psychology,male,default,openai/gpt-4o-mini
1657,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1658,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1659,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1660,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1661,Faculty of Psychology,male,default,openai/gpt-4o-mini
1662,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1663,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1664,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1665,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1666,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1667,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1668,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1669,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1670,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1671,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1672,Faculty of Psychology,male,default,openai/gpt-4o-mini
1673,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1674,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1675,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1676,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1677,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1678,Faculty of Psychology,male,default,openai/gpt-4o-mini
1679,Faculty of Psychology,male,default,openai/gpt-4o-mini
1680,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1681,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1682,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1683,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1684,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1685,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1686,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1687,Faculty of Psychology,male,default,openai/gpt-4o-mini
1688,Faculty of Psychology,male,default,openai/gpt-4o-mini
1689,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1690,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1691,Faculty of Psychology,male,default,openai/gpt-4o-mini
1692,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1693,Faculty of Psychology,male,default,openai/gpt-4o-mini
1694,Faculty of Psychology,male,default,openai/gpt-4o-mini
1695,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1696,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1697,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1698,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1699,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1700,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1701,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1702,Faculty of Psychology,male,default,openai/gpt-4o-mini
1703,Faculty of Psychology,male,default,openai/gpt-4o-mini
1704,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1705,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1706,Faculty of Psychology,male,default,openai/gpt-4o-mini
1707,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1708,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1709,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1710,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1711,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1712,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1713,Faculty of Psychology,male,default,openai/gpt-4o-mini
1714,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1715,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1716,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1717,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1718,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1719,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1720,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1721,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1722,Faculty of Psychology,male,default,openai/gpt-4o-mini
1723,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1724,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1725,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1726,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1727,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1728,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1729,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1730,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1731,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1732,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1733,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1734,Faculty of Psychology,male,default,openai/gpt-4o-mini
1735,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1736,Faculty of Psychology,male,default,openai/gpt-4o-mini
1737,Faculty of Psychology,male,default,openai/gpt-4o-mini
1738,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1739,Faculty of Psychology,male,default,openai/gpt-4o-mini
1740,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1741,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1742,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1743,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1744,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1745,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1746,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1747,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1748,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1749,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1750,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1751,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1752,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1753,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1754,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1755,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1756,Faculty of Psychology,male,default,openai/gpt-4o-mini
1757,Faculty of Psychology,male,default,openai/gpt-4o-mini
1758,Faculty of Psychology,male,default,openai/gpt-4o-mini
1759,Faculty of Psychology,male,default,openai/gpt-4o-mini
1760,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1761,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1762,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1763,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1764,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1765,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1766,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1767,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1768,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1769,Faculty of Psychology,male,default,openai/gpt-4o-mini
1770,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1771,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1772,Faculty of Psychology,male,default,openai/gpt-4o-mini
1773,Faculty of Physics,male,default,openai/gpt-4o-mini
1774,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1775,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1776,Faculty of Psychology,male,default,openai/gpt-4o-mini
1777,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1778,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1779,Faculty of Psychology,male,default,openai/gpt-4o-mini
1780,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1781,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1782,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1783,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1784,Faculty of Psychology,male,default,openai/gpt-4o-mini
1785,Faculty of Psychology,male,default,openai/gpt-4o-mini
1786,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1787,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1788,Faculty of Psychology,male,default,openai/gpt-4o-mini
1789,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1790,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1791,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1792,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1793,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1794,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1795,Faculty of Psychology,male,default,openai/gpt-4o-mini
1796,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1797,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1798,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1799,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1800,Faculty of Psychology,male,default,openai/gpt-4o-mini
1801,Faculty of Psychology,male,default,openai/gpt-4o-mini
1802,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1803,Faculty of Psychology,male,default,openai/gpt-4o-mini
1804,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1805,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1806,Faculty of Psychology,male,default,openai/gpt-4o-mini
1807,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1808,Faculty of Psychology,male,default,openai/gpt-4o-mini
1809,Faculty of Psychology,male,default,openai/gpt-4o-mini
1810,Faculty of Psychology,male,default,openai/gpt-4o-mini
1811,Faculty of Psychology,male,default,openai/gpt-4o-mini
1812,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1813,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1814,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1815,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1816,Faculty of Psychology,male,default,openai/gpt-4o-mini
1817,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1818,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1819,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1820,Faculty of Psychology,male,default,openai/gpt-4o-mini
1821,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1822,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1823,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1824,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1825,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1826,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1827,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1828,"Faculty of Business, Economics and Statistics",male,default,openai/gpt-4o-mini
1829,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1830,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1831,Faculty of Psychology,male,default,openai/gpt-4o-mini
1832,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1833,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1834,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1835,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1836,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1837,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1838,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1839,Faculty of Psychology,male,default,openai/gpt-4o-mini
1840,Faculty of Psychology,male,default,openai/gpt-4o-mini
1841,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1842,Faculty of Psychology,male,default,openai/gpt-4o-mini
1843,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1844,Faculty of Historical and Cultural Studies,male,default,openai/gpt-4o-mini
1845,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1846,Faculty of Psychology,male,default,openai/gpt-4o-mini
1847,Faculty of Psychology,male,default,openai/gpt-4o-mini
1848,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1849,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1850,Faculty of Historical and Cultural Studies,male,default,openai/gpt-4o-mini
1851,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1852,Faculty of Psychology,male,default,openai/gpt-4o-mini
1853,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1854,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1855,Faculty of Life Sciences,male,default,openai/gpt-4o-mini
1856,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1857,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1858,Faculty of Psychology,male,default,openai/gpt-4o-mini
1859,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1860,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1861,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1862,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1863,Faculty of Psychology,male,default,openai/gpt-4o-mini
1864,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1865,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1866,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1867,Faculty of Computer Science,male,default,openai/gpt-4o-mini
1868,Faculty of Psychology,male,default,openai/gpt-4o-mini
1869,Faculty of Philosophy and Education,male,default,openai/gpt-4o-mini
1870,Faculty of Social Sciences,male,default,openai/gpt-4o-mini
1871,Faculty of Computer Science,male,default,openai/gpt-4o-mini
